Year,Processing.ID,CageID,Replicate,Population,Site,TransplantTreatment,CageTreatment,SampleLevel,SampleType,Weight-mg,PercentN,PercentC,RatioCN,Note
2021,M_SCH_H5,SCH_H5,5,SC,SC,Home,Herbivore,Cage,MISC,1.647,1.8,42.9,23.5,
2023,SCH_H5 POPRC (Plant),SCH_H5,5,SC,SC,Home,Herbivore,Cage,POPRC,3.099,2.4,46,19,
2021,S_SCH_H5,SCH_H5,5,SC,SC,Home,Herbivore,Cage,SORU,2.019,2.4,47.9,19.7,
2023,SCH_H5 MISC (Plant),SCH_H5,5,SC,SC,Home,Herbivore,Cage,MISC,3.084,2.6,46.3,17.5,
2023,SCH_H5 SORU (Plant),SCH_H5,5,SC,SC,Home,Herbivore,Cage,SORU,3.132,2.6,47.1,17.6,
2021,P_SCH_H5,SCH_H5,5,SC,SC,Home,Herbivore,Cage,POPRC,1.631,3.7,47.4,12.6,
2023,SCH_H6 SOIL,SCH_H6,6,SC,SC,Home,Herbivore,Cage,SOIL,10.154,0.3,4.8,12.5,
2021,SCH_H6,SCH_H6,6,SC,SC,Home,Herbivore,Cage,SOIL,10.184,0.4,5.5,12.7,
2023,SCH_H6 LITTER (Plant),SCH_H6,6,SC,SC,Home,Herbivore,Cage,LITTER,3.48,0.9,46.2,46.5,
2023,SCH_H6 MISC (Plant),SCH_H6,6,SC,SC,Home,Herbivore,Cage,MISC,3.181,2.1,46.2,21.2,
2023,SCH_H6 POPRC (Plant),SCH_H6,6,SC,SC,Home,Herbivore,Cage,POPRC,3.265,2.2,45.5,20.6,
2021,L_SCH_H6,SCH_H6,6,SC,SC,Home,Herbivore,Cage,LITTER,1.813,2.5,46.8,18,
2023,SCH_H6 SORU (Plant),SCH_H6,6,SC,SC,Home,Herbivore,Cage,SORU,3.616,2.7,47.4,16.9,
2021,M_SCH_H6,SCH_H6,6,SC,SC,Home,Herbivore,Cage,MISC,1.734,3,42.4,13.7,
2021,P_SCH_H6,SCH_H6,6,SC,SC,Home,Herbivore,Cage,POPRC,1.573,3.1,44,13.9,
2021,S_SCH_H6,SCH_H6,6,SC,SC,Home,Herbivore,Cage,SORU,1.785,3.2,46.3,14.1,
2023,SCH_H7 SOIL,SCH_H7,7,SC,SC,Home,Herbivore,Cage,SOIL,10.721,0.2,3.6,12.6,
2021,SCH_H7,SCH_H7,7,SC,SC,Home,Herbivore,Cage,SOIL,10.068,0.3,4.3,11.9,
2021,L_SCH_H7,SCH_H7,7,SC,SC,Home,Herbivore,Cage,LITTER,2.08,0.9,47.2,49.3,
2023,SCH_H7 LITTER (Plant),SCH_H7,7,SC,SC,Home,Herbivore,Cage,LITTER,3.075,1.2,45,36.4,
2023,SCH_H7 POPRC (Plant),SCH_H7,7,SC,SC,Home,Herbivore,Cage,POPRC,3.294,1.3,44.1,31.6,
2021,M_SCH_H7,SCH_H7,7,SC,SC,Home,Herbivore,Cage,MISC,1.883,2,43.2,21.5,
2021,P_SCH_H7,SCH_H7,7,SC,SC,Home,Herbivore,Cage,POPRC,1.618,2,46.1,22.1,
2023,SCH_H7 SORU (Plant),SCH_H7,7,SC,SC,Home,Herbivore,Cage,SORU,3.488,2.4,46.8,19.1,
2023,SCH_H7 MISC (Plant),SCH_H7,7,SC,SC,Home,Herbivore,Cage,MISC,3.591,2.7,45.3,16.5,
2021,S_SCH_H7,SCH_H7,7,SC,SC,Home,Herbivore,Cage,SORU,1.793,3.3,46.9,14.1,
2021,SCH_H8,SCH_H8,8,SC,SC,Home,Herbivore,Cage,SOIL,10.398,0.3,4.7,11.9,
2023,SCH_H8 SOIL,SCH_H8,8,SC,SC,Home,Herbivore,Cage,SOIL,10.233,0.3,5.2,13.4,
2023,SCH_H8 LITTER (Plant),SCH_H8,8,SC,SC,Home,Herbivore,Cage,LITTER,3.277,1.5,46.5,30.8,
2021,L_SCH_H8,SCH_H8,8,SC,SC,Home,Herbivore,Cage,LITTER,1.699,1.6,46.7,28.3,
2021,P_SCH_H8,SCH_H8,8,SC,SC,Home,Herbivore,Cage,POPRC,1.684,1.9,44.6,22.3,
2023,SCH_H8 MISC (Plant),SCH_H8,8,SC,SC,Home,Herbivore,Cage,MISC,3.2,1.9,44.2,23.2,
2023,SCH_H8 SORU (Plant),SCH_H8,8,SC,SC,Home,Herbivore,Cage,SORU,3.154,2.1,46.2,21.3,
2023,SCH_H8 POPRC (Plant),SCH_H8,8,SC,SC,Home,Herbivore,Cage,POPRC,3.299,2.4,43.9,17.7,
2021,M_SCH_H8,SCH_H8,8,SC,SC,Home,Herbivore,Cage,MISC,1.739,3.2,43,13.1,
2021,NA,SCH_H8,8,SC,SC,Home,Herbivore,Cage,SORU,NA,NA,NA,NA,Defoliated
2021,SCH_V1,SCH_V1,1,SC,SC,Home,Vegetation,Cage,SOIL,10.557,0.3,4.7,12.1,
2023,SCH_V1 SOIL,SCH_V1,1,SC,SC,Home,Vegetation,Cage,SOIL,10.484,0.3,4.8,12.5,
2023,SCH_V1 LITTER (Plant),SCH_V1,1,SC,SC,Home,Vegetation,Cage,LITTER,3.018,0.8,45.7,55.3,
2021,P_SCH_V1,SCH_V1,1,SC,SC,Home,Vegetation,Cage,POPRC,1.907,1.1,44.9,39.8,
2023,SCH_V1 POPRC (Plant),SCH_V1,1,SC,SC,Home,Vegetation,Cage,POPRC,3.057,1.6,45.6,27.5,
2021,L_SCH_V1,SCH_V1,1,SC,SC,Home,Vegetation,Cage,LITTER,1.759,1.7,45.3,25.3,
2023,SCH_V1 MISC (Plant),SCH_V1,1,SC,SC,Home,Vegetation,Cage,MISC,3.098,1.7,46.3,26.2,
2023,SCH_V1 SORU (Plant),SCH_V1,1,SC,SC,Home,Vegetation,Cage,SORU,3.081,2.6,47.4,17.7,
2021,M_SCH_V1,SCH_V1,1,SC,SC,Home,Vegetation,Cage,MISC,1.621,2.9,45.3,15.5,
2021,S_SCH_V1,SCH_V1,1,SC,SC,Home,Vegetation,Cage,SORU,1.542,3.3,46.1,13.9,
2021,SCH_V2,SCH_V2,2,SC,SC,Home,Vegetation,Cage,SOIL,10.849,0.3,3.9,12.5,
2023,SCH_V2 SOIL,SCH_V2,2,SC,SC,Home,Vegetation,Cage,SOIL,10.559,0.4,6,13.2,
2021,M_SCH_V2,SCH_V2,2,SC,SC,Home,Vegetation,Cage,MISC,1.914,1.6,42.3,26.3,
2023,SCH_V2 POPRC (Plant),SCH_V2,2,SC,SC,Home,Vegetation,Cage,POPRC,3.208,1.7,43.4,24.3,
2023,SCH_V2 LITTER (Plant),SCH_V2,2,SC,SC,Home,Vegetation,Cage,LITTER,3.142,1.7,46.5,27.3,
2023,SCH_V2 MISC (Plant),SCH_V2,2,SC,SC,Home,Vegetation,Cage,MISC,3.391,2.1,45.4,21,
2021,L_SCH_V2,SCH_V2,2,SC,SC,Home,Vegetation,Cage,LITTER,1.731,2.3,48.5,20.8,
2023,SCH_V2 SORU (Plant),SCH_V2,2,SC,SC,Home,Vegetation,Cage,SORU,3.377,2.7,47.3,17.3,
2021,P_SCH_V2,SCH_V2,2,SC,SC,Home,Vegetation,Cage,POPRC,1.542,2.9,39.6,13.5,
2021,S_SCH_V2,SCH_V2,2,SC,SC,Home,Vegetation,Cage,SORU,2.054,3,47.1,15.3,
2021,SCH_V3,SCH_V3,3,SC,SC,Home,Vegetation,Cage,SOIL,10.383,0.2,3.5,13,
2023,SCH_V3 SOIL,SCH_V3,3,SC,SC,Home,Vegetation,Cage,SOIL,10.066,0.3,4.3,12.5,
2021,L_SCH_V3,SCH_V3,3,SC,SC,Home,Vegetation,Cage,LITTER,1.708,1.2,43.7,35.6,
2023,SCH_V3 LITTER (Plant),SCH_V3,3,SC,SC,Home,Vegetation,Cage,LITTER,3.114,1.2,43.5,36,
2023,SCH_V3 POPRC (Plant),SCH_V3,3,SC,SC,Home,Vegetation,Cage,POPRC,3.018,1.9,44.6,22.9,
2023,SCH_V3 MISC (Plant),SCH_V3,3,SC,SC,Home,Vegetation,Cage,MISC,3.237,2.1,44.9,21.3,
2023,SCH_V3 SORU (Plant),SCH_V3,3,SC,SC,Home,Vegetation,Cage,SORU,3.303,2.6,46.1,17.6,
2021,S_SCH_V3,SCH_V3,3,SC,SC,Home,Vegetation,Cage,SORU,1.607,3,46,15,
2021,P_SCH_V3,SCH_V3,3,SC,SC,Home,Vegetation,Cage,POPRC,1.689,3.1,44,14,
2021,M_SCH_V3,SCH_V3,3,SC,SC,Home,Vegetation,Cage,MISC,2.034,3.2,44.3,13.7,
2021,SCH_V4,SCH_V4,4,SC,SC,Home,Vegetation,Cage,SOIL,10.836,0.3,4,12.4,
2023,SCH_V4 SOIL,SCH_V4,4,SC,SC,Home,Vegetation,Cage,SOIL,10.632,0.4,5.6,13.1,
2021,L_SCH_V4,SCH_V4,4,SC,SC,Home,Vegetation,Cage,LITTER,1.485,1.2,46,36.2,
2023,SCH_V4 LITTER (Plant),SCH_V4,4,SC,SC,Home,Vegetation,Cage,LITTER,3.042,1.6,44.9,27,
2023,SCH_V4 SORU (Plant),SCH_V4,4,SC,SC,Home,Vegetation,Cage,SORU,3.362,2.3,46.4,19.5,
2023,SCH_V4 POPRC (Plant),SCH_V4,4,SC,SC,Home,Vegetation,Cage,POPRC,3.307,2.4,45.3,18.5,
2023,SCH_V4 MISC (Plant),SCH_V4,4,SC,SC,Home,Vegetation,Cage,MISC,3.161,2.4,45.2,18.5,
2021,S_SCH_V4,SCH_V4,4,SC,SC,Home,Vegetation,Cage,SORU,1.766,2.9,45.7,15.3,
2021,M_SCH_V4,SCH_V4,4,SC,SC,Home,Vegetation,Cage,MISC,1.808,3.1,42.1,13.5,
2021,P_SCH_V4,SCH_V4,4,SC,SC,Home,Vegetation,Cage,POPRC,1.921,3.3,45.4,13.6,
2021,SCH_V5,SCH_V5,5,SC,SC,Home,Vegetation,Cage,SOIL,10.609,0.3,4.5,12.1,
2023,SCH_V5 SOIL,SCH_V5,5,SC,SC,Home,Vegetation,Cage,SOIL,10.976,0.3,5,14,
2021,L_SCH_V5,SCH_V5,5,SC,SC,Home,Vegetation,Cage,LITTER,1.854,1.1,45.4,41.2,
2023,SCH_V5 LITTER (Plant),SCH_V5,5,SC,SC,Home,Vegetation,Cage,LITTER,3.078,1.3,46.2,34.9,
2023,SCH_V5 POPRC (Plant),SCH_V5,5,SC,SC,Home,Vegetation,Cage,POPRC,3.075,1.5,45.1,29.7,
2021,M_SCH_V5,SCH_V5,5,SC,SC,Home,Vegetation,Cage,MISC,1.895,1.8,45.7,24.2,
2023,SCH_V5 MISC (Plant),SCH_V5,5,SC,SC,Home,Vegetation,Cage,MISC,3.027,2.4,42.6,17.4,
2021,P_SCH_V5,SCH_V5,5,SC,SC,Home,Vegetation,Cage,POPRC,1.714,2.6,44.9,17.1,
2023,SCH_V5 SORU (Plant),SCH_V5,5,SC,SC,Home,Vegetation,Cage,SORU,3.114,2.6,47.6,18.1,
2021,S_SCH_V5,SCH_V5,5,SC,SC,Home,Vegetation,Cage,SORU,1.627,3,45.6,15.1,
2021,SCH_V6,SCH_V6,6,SC,SC,Home,Vegetation,Cage,SOIL,10.258,0.3,4.1,12.7,
2023,SCH_V6 SOIL,SCH_V6,6,SC,SC,Home,Vegetation,Cage,SOIL,10.133,0.3,4.3,13.1,
2023,SCH_V6 LITTER (Plant),SCH_V6,6,SC,SC,Home,Vegetation,Cage,LITTER,3.312,1.1,46.6,41,
2021,L_SCH_V6,SCH_V6,6,SC,SC,Home,Vegetation,Cage,LITTER,1.582,1.2,45.2,36.4,
2023,SCH_V6 POPRC (Plant),SCH_V6,6,SC,SC,Home,Vegetation,Cage,POPRC,3.077,1.7,43.7,24.3,
2023,SCH_V6 MISC (Plant),SCH_V6,6,SC,SC,Home,Vegetation,Cage,MISC,3.289,2.2,44.1,19.5,
2023,SCH_V6 SORU (Plant),SCH_V6,6,SC,SC,Home,Vegetation,Cage,SORU,3.194,2.3,47.5,20.5,
2021,P_SCH_V6,SCH_V6,6,SC,SC,Home,Vegetation,Cage,POPRC,1.527,2.6,39.6,15.1,
2021,M_SCH_V6,SCH_V6,6,SC,SC,Home,Vegetation,Cage,MISC,1.71,2.7,46.6,17.2,
2021,S_SCH_V6,SCH_V6,6,SC,SC,Home,Vegetation,Cage,SORU,1.855,3,48.9,15.8,
2021,SCH_V7,SCH_V7,7,SC,SC,Home,Vegetation,Cage,SOIL,10.392,0.2,3.6,13.1,
2023,SCH_V7 SOIL,SCH_V7,7,SC,SC,Home,Vegetation,Cage,SOIL,9.708,0.3,3.7,12.4,
2023,SCH_V7 LITTER (Plant),SCH_V7,7,SC,SC,Home,Vegetation,Cage,LITTER,3.146,1.1,48.1,41.1,
2021,L_SCH_V7,SCH_V7,7,SC,SC,Home,Vegetation,Cage,LITTER,1.741,1.4,46.2,31.7,
2023,SCH_V7 POPRC (Plant),SCH_V7,7,SC,SC,Home,Vegetation,Cage,POPRC,3.309,1.5,44.3,27.7,
2023,SCH_V7 MISC (Plant),SCH_V7,7,SC,SC,Home,Vegetation,Cage,MISC,3.398,2,44.6,21.9,
2023,SCH_V7 SORU (Plant),SCH_V7,7,SC,SC,Home,Vegetation,Cage,SORU,3.238,2.4,48.4,20,
2021,S_SCH_V7,SCH_V7,7,SC,SC,Home,Vegetation,Cage,SORU,1.6,2.5,48.4,18.9,
2021,M_SCH_V7,SCH_V7,7,SC,SC,Home,Vegetation,Cage,MISC,1.603,2.6,55,20.9,
2021,P_SCH_V7,SCH_V7,7,SC,SC,Home,Vegetation,Cage,POPRC,1.738,3,45.5,14.7,
2021,SCH_V8,SCH_V8,8,SC,SC,Home,Vegetation,Cage,SOIL,10.022,0.2,4,14.3,
2023,SCH_V8 SOIL,SCH_V8,8,SC,SC,Home,Vegetation,Cage,SOIL,9.828,0.4,5.6,13.9,
2021,L_SCH_V8,SCH_V8,8,SC,SC,Home,Vegetation,Cage,LITTER,1.808,0.8,46.8,54.7,
2023,SCH_V8 LITTER (Plant),SCH_V8,8,SC,SC,Home,Vegetation,Cage,LITTER,3.208,1.2,47.4,38.1,
2023,SCH_V8 MISC (Plant),SCH_V8,8,SC,SC,Home,Vegetation,Cage,MISC,3.317,1.7,45.8,25.6,
2021,M_SCH_V8,SCH_V8,8,SC,SC,Home,Vegetation,Cage,MISC,1.907,1.8,45.6,25.1,
2023,SCH_V8 POPRC (Plant),SCH_V8,8,SC,SC,Home,Vegetation,Cage,POPRC,3.195,1.9,43.1,22.1,
2023,SCH_V8 SORU (Plant),SCH_V8,8,SC,SC,Home,Vegetation,Cage,SORU,3.094,2.1,45.8,20.8,
2021,P_SCH_V8,SCH_V8,8,SC,SC,Home,Vegetation,Cage,POPRC,1.566,2.8,43.1,15.3,
2021,S_SCH_V8,SCH_V8,8,SC,SC,Home,Vegetation,Cage,SORU,1.701,3.5,47.3,13.4,
2021,SCN_H1,SCN_H1,1,SC,UP,North,Herbivore,Cage,SOIL,10.279,0.2,2.6,10.8,
2023,SCN_H1 SOIL,SCN_H1,1,SC,UP,North,Herbivore,Cage,SOIL,10.601,0.2,3.6,12.5,
2021,L_SCN_H1,SCN_H1,1,SC,UP,North,Herbivore,Cage,LITTER,2.084,0.9,44.4,46.9,
2023,SCN_H1 LITTER (Plant),SCN_H1,1,SC,UP,North,Herbivore,Cage,LITTER,2.985,1,41.9,41.9,
2023,SCN_H1 POPRC (Plant),SCN_H1,1,SC,UP,North,Herbivore,Cage,POPRC,3.272,1.4,44,30.5,
2021,S_SCN_H1,SCN_H1,1,SC,UP,North,Herbivore,Cage,SORU,1.94,1.8,46.3,24.8,
2023,SCN_H1 MISC (Plant),SCN_H1,1,SC,UP,North,Herbivore,Cage,MISC,3.166,2.1,46.9,22,
2021,M_SCN_H1,SCN_H1,1,SC,UP,North,Herbivore,Cage,MISC,1.873,2.3,44.5,19,
2023,SCN_H1 SORU (Plant),SCN_H1,1,SC,UP,North,Herbivore,Cage,SORU,3.163,2.5,46.8,18.7,
2021,P_SCN_H1,SCN_H1,1,SC,UP,North,Herbivore,Cage,POPRC,1.83,2.8,43.7,15.2,
2021,SCN_H2,SCN_H2,2,SC,UP,North,Herbivore,Cage,SOIL,10.13,0.1,2.4,12.2,
2023,SCN_H2 SOIL,SCN_H2,2,SC,UP,North,Herbivore,Cage,SOIL,9.96,0.2,3,12.5,
2023,SCN_H2 LITTER (Plant),SCN_H2,2,SC,UP,North,Herbivore,Cage,LITTER,3.205,0.8,41.1,47.1,
2021,L_SCN_H2,SCN_H2,2,SC,UP,North,Herbivore,Cage,LITTER,1.823,1.2,43.3,35.6,
2023,SCN_H2 MISC (Plant),SCN_H2,2,SC,UP,North,Herbivore,Cage,MISC,3.49,1.3,44.3,33.7,
2023,SCN_H2 POPRC (Plant),SCN_H2,2,SC,UP,North,Herbivore,Cage,POPRC,3.12,1.6,42.1,25.3,
2021,P_SCN_H2,SCN_H2,2,SC,UP,North,Herbivore,Cage,POPRC,1.981,1.8,43.7,23.9,
2021,M_SCN_H2,SCN_H2,2,SC,UP,North,Herbivore,Cage,MISC,1.668,2.1,42.7,19.6,
2023,SCN_H2 SORU (Plant),SCN_H2,2,SC,UP,North,Herbivore,Cage,SORU,3.476,2.2,45.4,20.3,
2021,S_SCN_H2,SCN_H2,2,SC,UP,North,Herbivore,Cage,SORU,2.065,2.3,46.7,20,
2021,SCN_H3,SCN_H3,3,SC,UP,North,Herbivore,Cage,SOIL,10.498,0.2,2.8,13,
2023,SCN_H3 SOIL,SCN_H3,3,SC,UP,North,Herbivore,Cage,SOIL,10.563,0.2,2.7,13.4,
2021,L_SCN_H3,SCN_H3,3,SC,UP,North,Herbivore,Cage,LITTER,1.705,0.5,44.2,79.1,
2023,SCN_H3 LITTER (Plant),SCN_H3,3,SC,UP,North,Herbivore,Cage,LITTER,3.522,0.8,40.4,45.3,
2023,SCN_H3 POPRC (Plant),SCN_H3,3,SC,UP,North,Herbivore,Cage,POPRC,3.197,1.1,41.3,36.8,
2021,M_SCN_H3,SCN_H3,3,SC,UP,North,Herbivore,Cage,MISC,1.791,1.7,46.1,26.6,
2021,S_SCN_H3,SCN_H3,3,SC,UP,North,Herbivore,Cage,SORU,1.979,1.8,43.1,23.4,
2023,SCN_H3 MISC (Plant),SCN_H3,3,SC,UP,North,Herbivore,Cage,MISC,3.063,1.9,41.9,21.8,
2021,P_SCN_H3,SCN_H3,3,SC,UP,North,Herbivore,Cage,POPRC,1.779,2.2,45.8,20.2,
2023,SCN_H3 SORU (Plant),SCN_H3,3,SC,UP,North,Herbivore,Cage,SORU,3.036,2.5,47.2,18.5,
2023,SCN_H4 SOIL,SCN_H4,4,SC,UP,North,Herbivore,Cage,SOIL,10.415,0.1,2.5,13,
2021,SCN_H4,SCN_H4,4,SC,UP,North,Herbivore,Cage,SOIL,10.754,0.2,2.9,11.9,
2021,L_SCN_H4,SCN_H4,4,SC,UP,North,Herbivore,Cage,LITTER,1.675,0.4,47,94.7,
2023,SCN_H4 LITTER (Plant),SCN_H4,4,SC,UP,North,Herbivore,Cage,LITTER,3.257,1,38.6,35.5,
2023,SCN_H4 POPRC (Plant),SCN_H4,4,SC,UP,North,Herbivore,Cage,POPRC,3.159,1.5,39.9,25.1,
2021,M_SCN_H4,SCN_H4,4,SC,UP,North,Herbivore,Cage,MISC,2.074,1.9,42.7,21.4,
2023,SCN_H4 MISC (Plant),SCN_H4,4,SC,UP,North,Herbivore,Cage,MISC,3.38,2,42.8,20.7,
2021,P_SCN_H4,SCN_H4,4,SC,UP,North,Herbivore,Cage,POPRC,1.56,2.1,43.9,20,
2021,S_SCN_H4,SCN_H4,4,SC,UP,North,Herbivore,Cage,SORU,1.866,2.2,45.4,19.7,
2023,SCN_H4 SORU (Plant),SCN_H4,4,SC,UP,North,Herbivore,Cage,SORU,3.364,2.5,44.4,17.3,
2021,SCN_H5,SCN_H5,5,SC,UP,North,Herbivore,Cage,SOIL,10.478,0.1,2.3,11.7,
2023,SCN_H5 SOIL,SCN_H5,5,SC,UP,North,Herbivore,Cage,SOIL,9.534,0.2,2.9,12.5,
2021,L_SCN_H5,SCN_H5,5,SC,UP,North,Herbivore,Cage,LITTER,1.925,0.6,45.1,64.6,
2023,SCN_H5 LITTER (Plant),SCN_H5,5,SC,UP,North,Herbivore,Cage,LITTER,3.308,0.9,41.6,42,
2023,SCN_H5 MISC (Plant),SCN_H5,5,SC,UP,North,Herbivore,Cage,MISC,3.165,1.4,44.8,30.2,
2021,P_SCN_H5,SCN_H5,5,SC,UP,North,Herbivore,Cage,POPRC,1.92,1.5,44.1,28.2,
2021,M_SCN_H5,SCN_H5,5,SC,UP,North,Herbivore,Cage,MISC,1.695,2,43.9,21.8,
2023,SCN_H5 SORU (Plant),SCN_H5,5,SC,UP,North,Herbivore,Cage,SORU,3.282,2.2,44.1,19.4,
2023,SCN_H5 POPRC (Plant),SCN_H5,5,SC,UP,North,Herbivore,Cage,POPRC,3.078,2.4,42.9,17.4,
2021,S_SCN_H5,SCN_H5,5,SC,UP,North,Herbivore,Cage,SORU,1.859,2.5,45.8,18.1,
2021,SCN_H6,SCN_H6,6,SC,UP,North,Herbivore,Cage,SOIL,10.356,0.2,2.4,12,
2023,SCN_H6 SOIL,SCN_H6,6,SC,UP,North,Herbivore,Cage,SOIL,10.62,0.2,2.8,12.5,
2021,L_SCN_H6,SCN_H6,6,SC,UP,North,Herbivore,Cage,LITTER,1.818,0.6,46.8,67.5,
2023,SCN_H6 LITTER (Plant),SCN_H6,6,SC,UP,North,Herbivore,Cage,LITTER,3.05,1,43.2,39.8,
2023,SCN_H6 POPRC (Plant),SCN_H6,6,SC,UP,North,Herbivore,Cage,POPRC,3.054,1.4,40.9,29,
2021,P_SCN_H6,SCN_H6,6,SC,UP,North,Herbivore,Cage,POPRC,2.038,1.5,44.5,27.8,
2023,SCN_H6 MISC (Plant),SCN_H6,6,SC,UP,North,Herbivore,Cage,MISC,3.089,1.7,45.1,25.7,
2021,M_SCN_H6,SCN_H6,6,SC,UP,North,Herbivore,Cage,MISC,1.778,2.1,42.4,20,
2023,SCN_H6 SORU (Plant),SCN_H6,6,SC,UP,North,Herbivore,Cage,SORU,3.365,2.2,45.9,20.1,
2021,S_SCN_H6,SCN_H6,6,SC,UP,North,Herbivore,Cage,SORU,1.781,2.2,47,20.9,
2023,SCN_H7 SOIL,SCN_H7,7,SC,UP,North,Herbivore,Cage,SOIL,10.093,0.1,2.4,12.4,
2021,SCN_H7,SCN_H7,7,SC,UP,North,Herbivore,Cage,SOIL,10.643,0.2,2.6,12.3,
2021,L_SCN_H7,SCN_H7,7,SC,UP,North,Herbivore,Cage,LITTER,2.074,0.6,45,65.1,
2023,SCN_H7 LITTER (Plant),SCN_H7,7,SC,UP,North,Herbivore,Cage,LITTER,3.422,1.1,43.3,39.2,
2021,P_SCN_H7,SCN_H7,7,SC,UP,North,Herbivore,Cage,POPRC,1.632,1.4,42.6,28.5,
2023,SCN_H7 MISC (Plant),SCN_H7,7,SC,UP,North,Herbivore,Cage,MISC,3.173,1.5,43,26.9,
2023,SCN_H7 POPRC (Plant),SCN_H7,7,SC,UP,North,Herbivore,Cage,POPRC,3.276,1.8,38.6,21.2,
2021,M_SCN_H7,SCN_H7,7,SC,UP,North,Herbivore,Cage,MISC,1.725,1.9,44.2,22.9,
2021,S_SCN_H7,SCN_H7,7,SC,UP,North,Herbivore,Cage,SORU,2.015,2,46.7,23.2,
2023,SCN_H7 SORU (Plant),SCN_H7,7,SC,UP,North,Herbivore,Cage,SORU,3.447,2.7,46.7,17.2,
2023,SCN_H8 SOIL,SCN_H8,8,SC,UP,North,Herbivore,Cage,SOIL,10.288,0.2,3.4,12,
2021,SCN_H8,SCN_H8,8,SC,UP,North,Herbivore,Cage,SOIL,10.249,0.2,3.1,12.6,
2023,SCN_H8 LITTER (Plant),SCN_H8,8,SC,UP,North,Herbivore,Cage,LITTER,3.394,1.1,44.1,38.1,
2023,SCN_H8 MISC (Plant),SCN_H8,8,SC,UP,North,Herbivore,Cage,MISC,3.45,1.2,46.1,38.4,
2021,L_SCN_H8,SCN_H8,8,SC,UP,North,Herbivore,Cage,LITTER,1.728,1.6,42.2,25.5,
2021,M_SCN_H8,SCN_H8,8,SC,UP,North,Herbivore,Cage,MISC,1.701,2,44,21.4,
2023,SCN_H8 POPRC (Plant),SCN_H8,8,SC,UP,North,Herbivore,Cage,POPRC,3.337,2.1,40.9,19.4,
2021,P_SCN_H8,SCN_H8,8,SC,UP,North,Herbivore,Cage,POPRC,1.811,2.2,44.9,19.6,
2023,SCN_H8 SORU (Plant),SCN_H8,8,SC,UP,North,Herbivore,Cage,SORU,3.402,2.8,46.6,16.3,
2021,S_SCN_H8,SCN_H8,8,SC,UP,North,Herbivore,Cage,SORU,1.551,3,48,15.5,
2023,SCS_H1 SOIL,SCS_H1,1,SC,YF,South,Herbivore,Cage,SOIL,10.667,0.2,2.9,12.4,
2021,SCS_H1,SCS_H1,1,SC,YF,South,Herbivore,Cage,SOIL,10.059,0.2,3.1,13.7,
2023,SCS_H1 LITTER (Plant),SCS_H1,1,SC,YF,South,Herbivore,Cage,LITTER,3.122,1.1,44.9,40.3,
2021,L_SCS_H1,SCS_H1,1,SC,YF,South,Herbivore,Cage,LITTER,1.66,1.2,45.7,37.3,
2023,SCS_H1 MISC (Plant),SCS_H1,1,SC,YF,South,Herbivore,Cage,MISC,3.376,1.5,40.2,26.6,
2023,SCS_H1 POPRC (Plant),SCS_H1,1,SC,YF,South,Herbivore,Cage,POPRC,3.148,1.9,43.9,22.5,
2021,P_SCS_H1,SCS_H1,1,SC,YF,South,Herbivore,Cage,POPRC,1.729,2.3,39.6,16.7,
2021,M_SCS_H1,SCS_H1,1,SC,YF,South,Herbivore,Cage,MISC,1.805,2.3,45.9,19.2,
2023,SCS_H1 SORU (Plant),SCS_H1,1,SC,YF,South,Herbivore,Cage,SORU,3.354,2.3,47.4,20.3,
2021,S_SCS_H1,SCS_H1,1,SC,YF,South,Herbivore,Cage,SORU,1.906,2.4,45.4,18.3,
2021,SCS_H2,SCS_H2,2,SC,YF,South,Herbivore,Cage,SOIL,10.7,0.1,1.9,10.9,
2023,SCS_H2 SOIL,SCS_H2,2,SC,YF,South,Herbivore,Cage,SOIL,10.413,0.2,2.9,11.6,
2023,SCS_H2 LITTER (Plant),SCS_H2,2,SC,YF,South,Herbivore,Cage,LITTER,3.276,0.7,45.3,57.2,
2021,L_SCS_H2,SCS_H2,2,SC,YF,South,Herbivore,Cage,LITTER,1.673,1.3,42.3,30.9,
2023,SCS_H2 MISC (Plant),SCS_H2,2,SC,YF,South,Herbivore,Cage,MISC,3.064,1.4,44,30,
2021,M_SCS_H2,SCS_H2,2,SC,YF,South,Herbivore,Cage,MISC,1.681,1.9,40.7,20.7,
2023,SCS_H2 POPRC (Plant),SCS_H2,2,SC,YF,South,Herbivore,Cage,POPRC,3.311,2,44,22,
2021,P_SCS_H2,SCS_H2,2,SC,YF,South,Herbivore,Cage,POPRC,1.756,2.1,61.2,28.7,
2023,SCS_H2 SORU (Plant),SCS_H2,2,SC,YF,South,Herbivore,Cage,SORU,3.344,2.2,45.6,20.6,
2021,S_SCS_H2,SCS_H2,2,SC,YF,South,Herbivore,Cage,SORU,1.721,2.8,46.7,16.5,
2021,SCS_H3,SCS_H3,3,SC,YF,South,Herbivore,Cage,SOIL,10.07,0.1,1.7,11.5,
2023,SCS_H3 SOIL,SCS_H3,3,SC,YF,South,Herbivore,Cage,SOIL,10.156,0.2,2.6,11.2,
2023,SCS_H3 LITTER (Plant),SCS_H3,3,SC,YF,South,Herbivore,Cage,LITTER,2.957,0.9,45.7,49.4,
2021,L_SCS_H3,SCS_H3,3,SC,YF,South,Herbivore,Cage,LITTER,1.586,1.1,45.2,40.2,
